живое время (секунд) 62073,00
Канал    набор
228  3.17400000000000E+0003
229  3.16700000000000E+0003
230  3.11900000000000E+0003
231  3.05500000000000E+0003
232  3.08300000000000E+0003
233  3.05800000000000E+0003
234  3.09500000000000E+0003
235  2.99900000000000E+0003
236  2.93100000000000E+0003
237  2.95300000000000E+0003
238  2.94700000000000E+0003
239  2.93600000000000E+0003
240  2.88500000000000E+0003
241  2.85000000000000E+0003
242  2.81500000000000E+0003
243  2.76200000000000E+0003
244  2.73200000000000E+0003
245  2.78100000000000E+0003
246  2.75100000000000E+0003
247  2.91500000000000E+0003
248  2.75700000000000E+0003
249  2.66600000000000E+0003
250  2.77000000000000E+0003
251  2.76000000000000E+0003
252  2.59300000000000E+0003
253  2.62300000000000E+0003
254  2.59300000000000E+0003
255  2.60100000000000E+0003
256  2.63200000000000E+0003
257  2.50000000000000E+0003
258  2.53600000000000E+0003
259  2.57400000000000E+0003
260  2.50900000000000E+0003
261  2.50400000000000E+0003
262  2.54000000000000E+0003
263  2.44000000000000E+0003
264  2.45600000000000E+0003
265  2.47400000000000E+0003
266  2.51500000000000E+0003
267  2.44400000000000E+0003
268  2.54200000000000E+0003
269  2.47800000000000E+0003
270  2.50900000000000E+0003
271  2.43500000000000E+0003
272  2.32400000000000E+0003
273  2.25200000000000E+0003
274  2.31900000000000E+0003
275  2.19000000000000E+0003
276  2.24200000000000E+0003
277  2.25600000000000E+0003
278  2.17600000000000E+0003
279  2.17100000000000E+0003
280  2.16600000000000E+0003
281  2.18300000000000E+0003
282  2.09900000000000E+0003
283  2.09500000000000E+0003
284  2.15400000000000E+0003
285  2.07200000000000E+0003
286  2.06600000000000E+0003
287  2.04400000000000E+0003
288  2.00200000000000E+0003
289  1.98600000000000E+0003
290  2.01500000000000E+0003
291  2.02600000000000E+0003
292  2.02000000000000E+0003
293  2.03100000000000E+0003
294  2.04200000000000E+0003
295  2.02700000000000E+0003
296  1.90100000000000E+0003
297  1.96300000000000E+0003
298  1.94800000000000E+0003
299  1.97600000000000E+0003
300  1.90100000000000E+0003
301  1.89400000000000E+0003
302  1.87400000000000E+0003
303  1.84400000000000E+0003
304  1.90300000000000E+0003
305  1.87800000000000E+0003
306  1.85500000000000E+0003
307  1.90900000000000E+0003
308  1.83400000000000E+0003
309  1.82700000000000E+0003
310  1.85000000000000E+0003
311  1.79400000000000E+0003
312  1.79400000000000E+0003
313  1.81500000000000E+0003
314  1.78600000000000E+0003
315  1.80600000000000E+0003
316  1.77600000000000E+0003
317  1.75700000000000E+0003
318  1.77400000000000E+0003
319  1.62200000000000E+0003
320  1.74900000000000E+0003
321  1.78800000000000E+0003
322  1.70400000000000E+0003
323  1.75400000000000E+0003
324  1.75100000000000E+0003
325  1.71400000000000E+0003
326  1.73000000000000E+0003
327  1.66100000000000E+0003
328  1.68700000000000E+0003
329  1.70800000000000E+0003
330  1.69000000000000E+0003
331  1.72200000000000E+0003
332  1.71400000000000E+0003
333  1.75000000000000E+0003
334  1.77400000000000E+0003
335  1.64700000000000E+0003
336  1.59100000000000E+0003
337  1.68300000000000E+0003
338  1.61400000000000E+0003
339  1.60300000000000E+0003
340  1.59900000000000E+0003
341  1.59600000000000E+0003
342  1.59900000000000E+0003
343  1.60900000000000E+0003
344  1.49200000000000E+0003
345  1.55600000000000E+0003
346  1.52500000000000E+0003
347  1.53500000000000E+0003
348  1.54300000000000E+0003
349  1.53000000000000E+0003
350  1.51000000000000E+0003
351  1.49800000000000E+0003
352  1.47700000000000E+0003
353  1.52100000000000E+0003
354  1.47600000000000E+0003
355  1.42800000000000E+0003
356  1.49000000000000E+0003
357  1.54400000000000E+0003
358  1.54300000000000E+0003
359  1.42100000000000E+0003
360  1.46900000000000E+0003
361  1.46900000000000E+0003
362  1.45200000000000E+0003
363  1.44400000000000E+0003
364  1.43300000000000E+0003
365  1.44900000000000E+0003
366  1.42000000000000E+0003
367  1.46500000000000E+0003
368  1.37900000000000E+0003
369  1.42600000000000E+0003
370  1.41400000000000E+0003
371  1.48500000000000E+0003
372  1.36600000000000E+0003
373  1.41400000000000E+0003
374  1.41600000000000E+0003
375  1.36300000000000E+0003
376  1.42600000000000E+0003
377  1.39200000000000E+0003
378  1.41800000000000E+0003
379  1.43700000000000E+0003
380  1.39500000000000E+0003
381  1.38300000000000E+0003
382  1.43200000000000E+0003
383  1.51600000000000E+0003
384  1.58900000000000E+0003
385  1.56200000000000E+0003
386  1.56400000000000E+0003
387  1.62900000000000E+0003
388  1.58400000000000E+0003
389  1.63200000000000E+0003
390  1.61400000000000E+0003
391  1.57900000000000E+0003
392  1.58000000000000E+0003
393  1.53400000000000E+0003
394  1.41400000000000E+0003
395  1.35100000000000E+0003
396  1.34100000000000E+0003
397  1.32400000000000E+0003
398  1.28200000000000E+0003
399  1.29200000000000E+0003
400  1.22100000000000E+0003
401  1.17400000000000E+0003
402  1.24800000000000E+0003
403  1.20100000000000E+0003
404  1.22200000000000E+0003
405  1.15700000000000E+0003
406  1.20200000000000E+0003
407  1.18600000000000E+0003
408  1.17600000000000E+0003
409  1.21200000000000E+0003
410  1.24100000000000E+0003
411  1.18400000000000E+0003
412  1.16900000000000E+0003
413  1.21500000000000E+0003
414  1.24000000000000E+0003
415  1.16000000000000E+0003
416  1.20600000000000E+0003
417  1.19200000000000E+0003
418  1.12600000000000E+0003
419  1.18200000000000E+0003
420  1.08700000000000E+0003
421  1.17000000000000E+0003
422  1.12800000000000E+0003
423  1.16400000000000E+0003
424  1.09500000000000E+0003
425  1.07200000000000E+0003
426  1.08000000000000E+0003
427  1.15700000000000E+0003
428  1.09800000000000E+0003
429  1.07400000000000E+0003
430  1.11100000000000E+0003
431  1.06900000000000E+0003
432  1.14100000000000E+0003
433  1.14700000000000E+0003
434  1.09100000000000E+0003
435  1.12800000000000E+0003
436  1.10900000000000E+0003
437  1.10600000000000E+0003
438  1.10700000000000E+0003
439  1.12300000000000E+0003
440  1.10500000000000E+0003
441  1.16000000000000E+0003
442  1.11700000000000E+0003
443  1.17900000000000E+0003
444  1.18200000000000E+0003
445  1.17700000000000E+0003
446  1.03300000000000E+0003
447  1.09400000000000E+0003
448  1.08200000000000E+0003
449  1.03300000000000E+0003
450  1.05700000000000E+0003
451  1.05900000000000E+0003
452  1.00700000000000E+0003
453  1.05800000000000E+0003
454  1.03900000000000E+0003
455  1.01400000000000E+0003
456  1.07400000000000E+0003
457  1.00700000000000E+0003
458  1.01000000000000E+0003
459  1.07000000000000E+0003
460  1.02800000000000E+0003
461  1.07000000000000E+0003
462  1.15500000000000E+0003
463  1.12000000000000E+0003
464  1.06600000000000E+0003
465  1.11000000000000E+0003
466  1.13400000000000E+0003
467  1.09900000000000E+0003
468  1.12800000000000E+0003
469  1.03800000000000E+0003
470  9.58000000000000E+0002
471  9.88000000000000E+0002
472  9.36000000000000E+0002
473  9.53000000000000E+0002
474  9.62000000000000E+0002
475  8.80000000000000E+0002
476  8.42000000000000E+0002
477  9.38000000000000E+0002
478  9.33000000000000E+0002
479  9.01000000000000E+0002
480  8.75000000000000E+0002
481  9.21000000000000E+0002
482  9.13000000000000E+0002
483  9.22000000000000E+0002
484  9.38000000000000E+0002
485  9.19000000000000E+0002
486  8.36000000000000E+0002
487  8.51000000000000E+0002
488  9.03000000000000E+0002
489  8.64000000000000E+0002
490  9.17000000000000E+0002
491  8.70000000000000E+0002
492  8.66000000000000E+0002
493  9.21000000000000E+0002
494  8.23000000000000E+0002
495  9.26000000000000E+0002
496  8.89000000000000E+0002
497  8.93000000000000E+0002
498  9.19000000000000E+0002
499  8.40000000000000E+0002
500  8.44000000000000E+0002
501  8.36000000000000E+0002
502  8.80000000000000E+0002
503  8.37000000000000E+0002
504  8.93000000000000E+0002
505  8.75000000000000E+0002
506  8.24000000000000E+0002
507  8.44000000000000E+0002
508  8.61000000000000E+0002
509  8.29000000000000E+0002
510  8.62000000000000E+0002
511  8.10000000000000E+0002
512  8.06000000000000E+0002
513  8.33000000000000E+0002
514  8.68000000000000E+0002
515  8.06000000000000E+0002
516  8.45000000000000E+0002
517  7.95000000000000E+0002
518  8.31000000000000E+0002
519  7.66000000000000E+0002
520  7.91000000000000E+0002
521  8.18000000000000E+0002
522  7.65000000000000E+0002
523  7.97000000000000E+0002
524  8.12000000000000E+0002
525  8.22000000000000E+0002
526  8.26000000000000E+0002
527  7.67000000000000E+0002
528  7.73000000000000E+0002
529  8.15000000000000E+0002
530  7.80000000000000E+0002
531  7.65000000000000E+0002
532  7.38000000000000E+0002
533  7.67000000000000E+0002
534  7.73000000000000E+0002
535  7.91000000000000E+0002
536  7.71000000000000E+0002
537  7.54000000000000E+0002
538  7.77000000000000E+0002
539  7.43000000000000E+0002
540  7.79000000000000E+0002
541  7.45000000000000E+0002
542  7.72000000000000E+0002
543  7.75000000000000E+0002
544  7.17000000000000E+0002
545  7.63000000000000E+0002
546  7.83000000000000E+0002
547  7.39000000000000E+0002
548  7.36000000000000E+0002
549  7.12000000000000E+0002
550  7.45000000000000E+0002
551  7.57000000000000E+0002
552  7.59000000000000E+0002
553  7.48000000000000E+0002
554  7.39000000000000E+0002
555  7.78000000000000E+0002
556  7.61000000000000E+0002
557  7.45000000000000E+0002
558  7.31000000000000E+0002
559  7.03000000000000E+0002
560  7.06000000000000E+0002
561  7.69000000000000E+0002
562  7.86000000000000E+0002
563  7.19000000000000E+0002
564  7.53000000000000E+0002
565  7.21000000000000E+0002
566  7.55000000000000E+0002
567  7.39000000000000E+0002
568  7.45000000000000E+0002
569  7.05000000000000E+0002
570  6.87000000000000E+0002
571  7.51000000000000E+0002
572  7.10000000000000E+0002
573  6.80000000000000E+0002
574  7.32000000000000E+0002
575  7.06000000000000E+0002
576  6.95000000000000E+0002
577  7.37000000000000E+0002
578  7.09000000000000E+0002
579  6.49000000000000E+0002
580  6.87000000000000E+0002
581  6.59000000000000E+0002
582  7.20000000000000E+0002
583  6.57000000000000E+0002
584  6.99000000000000E+0002
585  6.34000000000000E+0002
586  6.59000000000000E+0002
587  6.82000000000000E+0002
588  6.57000000000000E+0002
589  6.95000000000000E+0002
590  6.51000000000000E+0002
591  6.49000000000000E+0002
592  6.37000000000000E+0002
593  6.45000000000000E+0002
594  6.12000000000000E+0002
595  6.34000000000000E+0002
596  6.80000000000000E+0002
597  6.28000000000000E+0002
598  6.42000000000000E+0002
599  6.80000000000000E+0002
600  6.35000000000000E+0002
601  6.45000000000000E+0002
602  5.89000000000000E+0002
603  6.36000000000000E+0002
604  6.20000000000000E+0002
605  6.43000000000000E+0002
606  6.10000000000000E+0002
607  6.02000000000000E+0002
608  6.02000000000000E+0002
609  5.97000000000000E+0002
610  5.71000000000000E+0002
611  6.56000000000000E+0002
612  6.00000000000000E+0002
613  5.96000000000000E+0002
614  6.24000000000000E+0002
615  5.72000000000000E+0002
616  6.21000000000000E+0002
617  6.11000000000000E+0002
618  5.55000000000000E+0002
619  6.05000000000000E+0002
620  5.80000000000000E+0002
621  6.22000000000000E+0002
622  5.92000000000000E+0002
623  5.98000000000000E+0002
624  6.15000000000000E+0002
625  6.24000000000000E+0002
626  6.30000000000000E+0002
627  5.56000000000000E+0002
628  5.52000000000000E+0002
629  5.89000000000000E+0002
630  5.60000000000000E+0002
631  5.71000000000000E+0002
632  5.79000000000000E+0002
633  5.66000000000000E+0002
634  5.91000000000000E+0002
635  5.82000000000000E+0002
636  5.83000000000000E+0002
637  5.45000000000000E+0002
638  5.67000000000000E+0002
639  5.45000000000000E+0002
640  5.84000000000000E+0002
641  5.56000000000000E+0002
642  6.01000000000000E+0002
643  5.89000000000000E+0002
644  5.48000000000000E+0002
645  5.76000000000000E+0002
646  5.33000000000000E+0002
647  5.47000000000000E+0002
648  5.93000000000000E+0002
649  6.21000000000000E+0002
650  5.72000000000000E+0002
651  5.16000000000000E+0002
652  5.43000000000000E+0002
653  5.47000000000000E+0002
654  5.56000000000000E+0002
655  5.49000000000000E+0002
656  5.27000000000000E+0002
657  5.28000000000000E+0002
658  5.35000000000000E+0002
659  5.59000000000000E+0002
660  5.66000000000000E+0002
661  5.50000000000000E+0002
662  5.41000000000000E+0002
663  5.90000000000000E+0002
664  5.23000000000000E+0002
665  5.01000000000000E+0002
666  5.00000000000000E+0002
667  5.32000000000000E+0002
668  5.25000000000000E+0002
669  4.91000000000000E+0002
670  5.34000000000000E+0002
671  5.13000000000000E+0002
672  5.41000000000000E+0002
673  5.42000000000000E+0002
674  5.35000000000000E+0002
675  5.60000000000000E+0002
676  5.15000000000000E+0002
677  5.68000000000000E+0002
678  5.12000000000000E+0002
679  5.51000000000000E+0002
680  5.37000000000000E+0002
681  5.22000000000000E+0002
682  5.25000000000000E+0002
683  4.89000000000000E+0002
684  5.52000000000000E+0002
685  5.08000000000000E+0002
686  5.60000000000000E+0002
687  5.30000000000000E+0002
688  5.34000000000000E+0002
689  5.31000000000000E+0002
690  5.44000000000000E+0002
691  5.25000000000000E+0002
692  5.72000000000000E+0002
693  5.50000000000000E+0002
694  5.45000000000000E+0002
695  5.73000000000000E+0002
696  5.51000000000000E+0002
697  5.12000000000000E+0002
698  5.05000000000000E+0002
699  5.17000000000000E+0002
700  4.96000000000000E+0002
701  5.07000000000000E+0002
702  4.84000000000000E+0002
703  4.54000000000000E+0002
704  4.86000000000000E+0002
705  4.73000000000000E+0002
706  4.81000000000000E+0002
707  5.25000000000000E+0002
708  4.81000000000000E+0002
709  4.81000000000000E+0002
710  4.47000000000000E+0002
711  5.15000000000000E+0002
712  4.46000000000000E+0002
713  4.92000000000000E+0002
714  4.97000000000000E+0002
715  4.83000000000000E+0002
716  4.57000000000000E+0002
717  4.50000000000000E+0002
718  4.78000000000000E+0002
719  4.48000000000000E+0002
720  4.70000000000000E+0002
721  4.40000000000000E+0002
722  4.70000000000000E+0002
723  4.80000000000000E+0002
724  4.80000000000000E+0002
725  4.46000000000000E+0002
726  4.59000000000000E+0002
727  4.92000000000000E+0002
728  4.72000000000000E+0002
729  4.57000000000000E+0002
730  4.44000000000000E+0002
731  4.51000000000000E+0002
732  4.78000000000000E+0002
733  4.93000000000000E+0002
734  4.61000000000000E+0002
735  4.74000000000000E+0002
736  4.45000000000000E+0002
737  4.13000000000000E+0002
738  4.62000000000000E+0002
739  4.49000000000000E+0002
740  4.53000000000000E+0002
741  4.70000000000000E+0002
742  4.56000000000000E+0002
743  4.58000000000000E+0002
744  4.39000000000000E+0002
745  4.45000000000000E+0002
746  4.50000000000000E+0002
747  4.06000000000000E+0002
748  4.47000000000000E+0002
749  4.29000000000000E+0002
750  3.83000000000000E+0002
751  4.61000000000000E+0002
752  4.38000000000000E+0002
753  4.06000000000000E+0002
754  4.19000000000000E+0002
755  4.08000000000000E+0002
756  4.30000000000000E+0002
757  4.11000000000000E+0002
758  4.14000000000000E+0002
759  4.43000000000000E+0002
760  3.86000000000000E+0002
761  4.05000000000000E+0002
762  4.10000000000000E+0002
763  3.82000000000000E+0002
764  4.14000000000000E+0002
765  3.99000000000000E+0002
766  4.54000000000000E+0002
767  4.01000000000000E+0002
768  4.01000000000000E+0002
769  4.17000000000000E+0002
770  3.79000000000000E+0002
771  3.91000000000000E+0002
772  3.80000000000000E+0002
773  3.68000000000000E+0002
774  3.83000000000000E+0002
775  4.17000000000000E+0002
776  4.02000000000000E+0002
777  3.97000000000000E+0002
778  4.19000000000000E+0002
779  3.77000000000000E+0002
780  3.89000000000000E+0002
781  3.97000000000000E+0002
782  4.01000000000000E+0002
783  3.87000000000000E+0002
784  3.86000000000000E+0002
785  3.92000000000000E+0002
786  4.09000000000000E+0002
787  3.84000000000000E+0002
788  3.64000000000000E+0002
789  3.47000000000000E+0002
790  3.61000000000000E+0002
791  3.50000000000000E+0002
792  4.09000000000000E+0002
793  4.03000000000000E+0002
794  3.91000000000000E+0002
795  3.48000000000000E+0002
796  3.58000000000000E+0002
797  3.88000000000000E+0002
798  4.04000000000000E+0002
799  3.66000000000000E+0002
800  3.68000000000000E+0002
801  3.76000000000000E+0002
802  4.01000000000000E+0002
803  3.87000000000000E+0002
804  3.69000000000000E+0002
805  3.70000000000000E+0002
806  3.81000000000000E+0002
807  4.28000000000000E+0002
808  3.88000000000000E+0002
809  3.72000000000000E+0002
810  3.58000000000000E+0002
811  3.72000000000000E+0002
812  3.53000000000000E+0002
813  3.64000000000000E+0002
814  3.76000000000000E+0002
815  3.80000000000000E+0002
816  3.77000000000000E+0002
817  3.46000000000000E+0002
818  3.65000000000000E+0002
819  3.98000000000000E+0002
820  3.41000000000000E+0002
821  4.04000000000000E+0002
822  3.69000000000000E+0002
823  3.53000000000000E+0002
824  3.92000000000000E+0002
825  3.44000000000000E+0002
826  3.64000000000000E+0002
827  3.71000000000000E+0002
828  3.46000000000000E+0002
829  3.40000000000000E+0002
830  3.64000000000000E+0002
831  3.88000000000000E+0002
832  3.52000000000000E+0002
833  3.69000000000000E+0002
834  3.49000000000000E+0002
835  3.79000000000000E+0002
836  3.82000000000000E+0002
837  3.33000000000000E+0002
838  3.79000000000000E+0002
839  3.64000000000000E+0002
840  4.07000000000000E+0002
841  3.59000000000000E+0002
842  3.38000000000000E+0002
843  3.55000000000000E+0002
844  3.69000000000000E+0002
845  3.79000000000000E+0002
846  3.88000000000000E+0002
847  3.92000000000000E+0002
848  4.04000000000000E+0002
849  3.59000000000000E+0002
850  3.98000000000000E+0002
851  3.51000000000000E+0002
852  3.80000000000000E+0002
853  3.83000000000000E+0002
854  3.81000000000000E+0002
855  4.19000000000000E+0002
856  3.51000000000000E+0002
857  3.71000000000000E+0002
858  3.62000000000000E+0002
859  3.73000000000000E+0002
860  3.32000000000000E+0002
861  3.47000000000000E+0002
862  3.09000000000000E+0002
863  3.62000000000000E+0002
864  3.60000000000000E+0002
865  3.44000000000000E+0002
866  3.27000000000000E+0002
867  3.30000000000000E+0002
868  3.68000000000000E+0002
869  3.00000000000000E+0002
870  3.12000000000000E+0002
871  3.31000000000000E+0002
872  3.65000000000000E+0002
873  3.78000000000000E+0002
874  2.98000000000000E+0002
875  3.19000000000000E+0002
876  3.45000000000000E+0002
877  3.18000000000000E+0002
878  3.16000000000000E+0002
879  3.39000000000000E+0002
880  3.54000000000000E+0002
881  3.50000000000000E+0002
882  3.26000000000000E+0002
883  3.13000000000000E+0002
884  3.25000000000000E+0002
885  2.96000000000000E+0002
886  3.17000000000000E+0002
887  3.32000000000000E+0002
888  3.33000000000000E+0002
889  3.36000000000000E+0002
890  3.20000000000000E+0002
891  3.09000000000000E+0002
892  3.39000000000000E+0002
893  3.50000000000000E+0002
894  3.29000000000000E+0002
895  3.49000000000000E+0002
896  3.43000000000000E+0002
897  3.74000000000000E+0002
898  3.33000000000000E+0002
899  3.29000000000000E+0002
900  3.33000000000000E+0002
901  3.43000000000000E+0002
902  3.14000000000000E+0002
903  3.36000000000000E+0002
904  3.39000000000000E+0002
905  3.47000000000000E+0002
906  3.50000000000000E+0002
907  3.47000000000000E+0002
908  3.29000000000000E+0002
909  3.09000000000000E+0002
910  2.72000000000000E+0002
911  2.92000000000000E+0002
912  3.18000000000000E+0002
913  3.04000000000000E+0002
914  3.07000000000000E+0002
915  3.02000000000000E+0002
916  2.93000000000000E+0002
917  3.35000000000000E+0002
918  2.95000000000000E+0002
919  3.21000000000000E+0002
920  2.87000000000000E+0002
921  3.23000000000000E+0002
922  2.90000000000000E+0002
923  3.12000000000000E+0002
924  2.99000000000000E+0002
925  2.94000000000000E+0002
926  2.73000000000000E+0002
927  3.35000000000000E+0002
928  2.68000000000000E+0002
929  2.81000000000000E+0002
930  2.79000000000000E+0002
931  2.93000000000000E+0002
932  3.11000000000000E+0002
933  2.64000000000000E+0002
934  2.83000000000000E+0002
935  2.95000000000000E+0002
936  2.72000000000000E+0002
937  3.11000000000000E+0002
938  2.90000000000000E+0002
939  2.36000000000000E+0002
940  2.79000000000000E+0002
941  2.78000000000000E+0002
942  2.73000000000000E+0002
943  2.51000000000000E+0002
944  2.53000000000000E+0002
945  2.38000000000000E+0002
946  2.22000000000000E+0002
947  2.64000000000000E+0002
948  2.42000000000000E+0002
949  2.45000000000000E+0002
950  2.32000000000000E+0002
951  2.29000000000000E+0002
952  2.29000000000000E+0002
953  2.07000000000000E+0002
954  1.92000000000000E+0002
955  2.16000000000000E+0002
956  2.12000000000000E+0002
957  2.01000000000000E+0002
958  2.08000000000000E+0002
959  1.84000000000000E+0002
960  2.06000000000000E+0002
961  1.75000000000000E+0002
962  1.96000000000000E+0002
963  2.01000000000000E+0002
964  1.80000000000000E+0002
965  1.79000000000000E+0002
966  1.90000000000000E+0002
967  1.95000000000000E+0002
968  1.84000000000000E+0002
969  2.00000000000000E+0002
970  1.93000000000000E+0002
971  1.83000000000000E+0002
972  1.91000000000000E+0002
973  1.74000000000000E+0002
974  1.96000000000000E+0002
975  1.56000000000000E+0002
976  1.95000000000000E+0002
977  1.69000000000000E+0002
978  1.82000000000000E+0002
979  1.82000000000000E+0002
980  1.91000000000000E+0002
981  1.41000000000000E+0002
982  1.88000000000000E+0002
983  1.75000000000000E+0002
984  2.03000000000000E+0002
985  1.62000000000000E+0002
986  1.74000000000000E+0002
987  1.97000000000000E+0002
988  1.78000000000000E+0002
989  1.76000000000000E+0002
990  1.71000000000000E+0002
991  1.49000000000000E+0002
992  1.64000000000000E+0002
993  1.60000000000000E+0002
994  1.60000000000000E+0002
995  1.34000000000000E+0002
